% Model:              RylanTestCoilSeveralContours.mph
% Version:            COMSOL 6.2.0.415
% Date:               Aug 25 2025, 14:31
% Dimension:          1
% Nodes:              452
% Expressions:        1
% Description:        Line graph
% Arc length (m)          Magnetic flux density, z-component
0                         -1.8103195639095087
0.0022541471847237204     -1.804359383415964
0.003269616537237674      -1.8016743854408257
0.005107431723867517      -1.796815026522152
0.00676487960641925       -1.792432575985826
0.006886971900860406      -1.7921097522959302
0.010427588995762793      -1.782748022464283
0.011611187962383696      -1.779618473728139
0.013529759212837611      -1.7745455880621415
0.01593855773789521       -1.7681764946510188
0.016490109008976184      -1.7667181404009646
0.016490109008976628      -1.7691869686172699
0.01880596337154916       -1.7621136387295957
0.01880596337154916       -1.7652555367894198
0.0198385009191262        -1.7571256713390084
0.02071074148059804       -1.7529120643011051
0.022264936669520452      -1.7454040807520868
0.02374785798911372       -1.738240405975998
0.024775088018026636      -1.7332780780694939
0.024884164756849625      -1.7327511517435732
0.02652077097728256       -1.7248450581802774
0.027387223948589057      -1.7206594097488987
0.029349218469825633      -1.711181435107292
0.029426958897417865      -1.7108058877786059
0.029440328512727376      -1.7107413020351179
0.030744212664504555      -1.7044425174093862
0.030776605285044223      -1.7042860356084792
0.030857068953517253      -1.7038973328872935
0.031772593413414985      -1.699474630621432
0.03206435821105291       -1.6980651774739366
0.035032439592805886      -1.68372701303668
0.03671333731098203       -1.6756069567492828
0.03712916504045838       -1.6735981821922716
0.03814317631423725       -1.6294173535450498
0.03814317631423725       -1.6686997112561137
0.03928827390056755       -1.6136514428525426
0.039288273900567994      -1.5403420457516361
0.04109447703986957       -1.5184431054582879
0.04334279133599006       -1.491183878929382
0.04349014821541397       -1.4893972806038085
0.04424596245561796       -1.4802335655382446
0.046999551514234295      -1.4932260953061325
0.0474082021055251        -1.5292885632274198
0.049142024794383676      -1.4855224325457543
0.05105413562380612       -1.4372558520147103
0.05243484357627981       -1.402403242766094
0.0533803529537038        -1.3785361615247402
0.05471775167798976       -1.344776788252765
0.0572900003635306        -1.279846635451939
0.05787013563832488       -1.265202533484151
0.059352503801883394      -1.2277837598220516
0.060293478561596725      -1.2040311439597713
0.06311037682232845       -1.1329254085299587
0.06330542770036995       -1.1280018242022192
0.06532465465006165       -1.0770313581193611
0.06586920544520236       -1.0341686015805216
0.0679139626396239        -0.9162429798554372
0.07047867046086465       -0.804851549747059
0.07063170496616333       -0.7982048930558149
0.0715065997895028        -0.7602061063093918
0.07296701292285057       -0.6967768508887826
0.07328770179959321       -0.6828485615513493
0.07329786265889071       -0.6824072509900074
0.0734658417950742        -0.6751115130299588
0.0734658417950742        -0.5630807257384478
0.07609435422466904       -0.3662125775194862
0.07702669682188601       -0.2963827534132006
0.07717339557627634       -0.2853954315357346
0.07765651660359607       -0.24921103273159206
0.07802641334843274       -0.3095397946559849
0.0809779696984414        -0.15038765577223326
0.08155762877579242       -0.10184272482864758
0.08261391922066874       -0.013381164048384023
0.08276100743977333       -0.0010629105817475011
0.08307044454723389       0.024851637469019507
0.08357569694542955       0.06716520373211171
0.08750385603838362       0.3961382490166075
0.08795035912340454       0.43353171402970175
0.0883318669161568        0.46548199338740753
0.08912498054242635       0.5319031842598833
0.09239379285609894       0.8056576620816069
0.09303767264905627       0.8595809099119351
0.09390272639254027       0.9682345500600509
0.09524793987476876       1.1758957002914068
0.09616266004593577       1.29248089266259
0.09638513861665388       1.320836785298622
0.09691589848522719       1.3884845133481796
0.09791236708632134       1.5154889101159583
0.09923296519625557       1.6838050679364605
0.10193102673364685       2.027685123587399
0.10193102673364685       2.0861637773352983
0.10230002466103194       2.1450119104986856
0.10294347909506651       2.247630622985567
0.10361716409769262       2.35507053470978
0.10472750561534605       2.5321488341753744
0.10523112659644918       2.6124667773406727
0.10575048693886879       2.695294848509098
0.10703164340393512       2.899614874893983
0.10804424484579878       3.0611054960323676
0.10835756760530701       3.111074501563907
0.10842964847487568       3.122570025782642
0.11044612271017851       3.444159215078232
0.11180161859402338       3.6603349612135627
0.1134850097066109        3.928803743847561
0.11355265510512202       3.9395918950105435
0.11376959741127513       3.9840576664348664
0.11385041747188662       3.9580317534547755
0.11385041747188662       4.005860486689078
0.11393632937028197       3.8897057663936834
0.11393632937028197       3.979541589063898
0.11417931056068875       3.9492812317872668
0.11459902563508173       4.052189283426301
0.11487153628559321       4.119004944349453
0.12006918245258902       5.393392434310187
0.12034455938193567       5.460910865251486
0.12055647470241349       5.512869429699858
0.12590600669945573       6.824497123301592
0.12590789203195119       6.824959379497826
0.12620203553489606       6.8970791022266935
0.1264776075433902        6.96464536374672
0.12647946793372755       6.965101504487383
0.1269336388441391        7.076457627612445
0.12745992924079097       7.205496403248684
0.12746288036666176       7.206219976529873
0.13233488861720355       8.400765770143174
0.13298558486581147       8.560307057169645
0.13331080298586384       8.693214700202075
0.13530845754091825       9.247951498537716
0.1353084575409187        9.192531929578035
0.13727684133728024       9.805475852269002
0.13764809560964375       9.921082397313167
0.13800180754103186       10.033407294468446
0.14137533248582912       11.04861174240465
0.14251619011197603       11.391195719805358
0.14416788957375237       11.887178529682433
0.14534125413970456       12.239523897528837
0.14956434093241366       13.507659234662063
0.15084560855703355       13.892406418620174
0.15089306651773304       13.90665739662406
0.15107845565179678       13.962327223830131
0.1516344549388875        14.150429235169051
0.15422806785366294       14.960002894822352
0.1551206870803341        15.231349613769455
0.15528036009193258       15.335362993109314
0.15528036009193258       15.279888505277741
0.15533802531441943       15.35231789472736
0.15573755140900358       15.469787754988971
0.1571745193325076        15.892289372436958
0.15730398427795          15.93035504388143
0.15860705323220348       16.31348728490991
0.1586283253244738        16.319741769261086
0.15864843510631          16.325654507613365
0.16104490839697094       17.030272770076913
0.161976290557015         17.304120545412886
0.16267469055092132       17.509466205691417
0.1641702141422745        17.949184536172773
0.1649152974614343        18.16825616771685
0.16516143222974167       18.240625450300733
0.16532425578955623       18.288499321564654
0.1654964902680982        18.339140219370478
0.16794507471175635       19.059080359287208
0.16794507471175635       19.074859339643904
0.16855318277475106       19.252825053776814
0.1686310745277324        19.275620445398808
0.1709901304643111        19.966009374572394
0.1710480027744179        20.020472820823493
0.171651701297439         20.245860490181762
0.171651701297439         20.258604423024014
0.17167794849856          20.26658721372252
0.17169946900682653       20.154835585662106
0.17170250649148455       20.03746868242999
0.17176249524962994       19.85511741125174
0.17176249524962994       20.055834619644074
0.17206865786261627       20.179267351993076
0.17206865786261627       19.949643288082424
0.17273727523900684       20.335069031568633
0.17273727523900684       20.65514303415099
0.17313097996971782       20.736639614258305
0.17313097996971782       20.92056387421737
0.17714290230295004       21.70656737112332
0.17778848239341594       21.83304743890431
0.17805138076110438       21.884553679347277
0.17955123853257327       22.178401205624404
0.17980793286755725       22.22869197104178
0.1839001238774678        23.030421460457344
0.18454666657882735       23.157090120006913
0.18479571028778352       23.205881998279484
0.1862417703739272        23.489189647340993
0.18648488576539624       23.536820067866195
0.1906584380196934        24.354489602299722
0.1913048507642383        24.481132801109503
0.19154003981446266       24.52721031721169
0.19293230221528157       24.799978089057568
0.19316183866323566       24.844948164690596
0.19741798976368852       25.67880021127819
0.19806303494964972       25.805175482212103
0.1982843693411418        25.8485386361439
0.19962283405663594       26.110766530774157
0.1998387915610751        26.153076261515007
0.2041789510022447        27.00338696410054
0.20482121913506068       27.1292181633147
0.20482121913506113       26.9431967961766
0.20499094279572327       26.936013552462104
0.2050992229678159        26.91728358829873
0.2050992229678159        26.768119958178612
0.2054387951625718        26.56690394184688
0.2056244710824786        26.577212572667143
0.2057094755804343        26.882555939372132
0.20618540003238994       27.25507980398454
0.20618540003238994       26.955238709386663
0.21061852286802552       27.373222578741572
0.21175606599752061       27.403538116277335
0.21233750603697654       27.419033500042467
0.2128793814036669        27.433474484821556
0.2173286030703543        27.552046293611987
0.21850330124643413       27.58335201356823
0.2190606796169794        27.598206153579063
0.21957336277494388       27.611869165658558
0.22403727262850337       27.730832414798748
0.22525053649534676       27.763165910859154
0.22578385319698135       27.777378807115685
0.22626734414622085       27.79026384649558
0.23074429059461155       27.90957452103853
0.23199777174425984       27.94297980815005
0.23250702677698332       27.956551460652275
0.23296132551749782       27.96865852733258
0.2374493578338015        28.08826464038343
0.23874500699317291       27.77072919738658
0.23874500699317291       28.122793705440976
0.23910221114927088       27.76928388586143
0.23910221114927088       27.83480749909136
0.2393318757686007        27.88710369163334
0.24086296172233945       27.84963214745635
0.2427740636244855        27.717802384934377
0.24546678413772716       27.53912180375815
0.2455931879975739        27.5312136422405
0.24646127294953546       27.476903939835285
0.24682730193436564       27.45400419345343
0.2519965224463956        27.130604015808363
0.2524294505526119        27.10351888254078
0.25332811391260446       27.0472961136362
0.25443326099013897       26.978155174423645
0.25852626075506446       26.72208622785856
0.25926571310765034       26.675824122841036
0.26012127833103227       26.622297687939522
0.26203922004591185       26.50230615539386
0.2650559990637329        26.31356843990879
0.26610197566268834       26.248129363141324
0.2668335054250126        26.202362916432804
0.2696451791016852        26.026457136364073
0.2715857373724013        25.80534244558455
0.27158573737240177       25.905050651958984
0.2726523265662659        25.758624472449217
0.2726523265662659        25.712535254719533
0.2735118078983958        25.704239769457256
0.27393087491499024       25.560353065692958
0.27393087491499024       25.677722805819737
0.2762900990114203        25.300267701920248
0.27629009901142076       25.16126775525517
0.27652022859028325       25.13862851937133
0.2767829155682415        25.27545435811821
0.27701896483529964       25.39998514249214
0.27725442320976246       25.361943451556222
0.2772544232097629        25.201625597718444
0.27913097455304214       24.97269699071264
0.28132564121019366       25.033349015235146
0.28132564121019366       24.70496012198106
0.2820530202447471        24.910878409747014
0.2840283967400641        24.57827938783966
0.28725955307280326       24.03424161152377
0.28801975500794885       23.906244533153718
0.28981385260429526       23.6041678874278
0.29002201430850816       23.56911918689707
0.29074561571398183       23.447284630152065
0.2944428163215007        22.82477782764044
0.2947138688057036        22.77914005107226
0.2958205554653688        22.59280448342967
0.2975746849638421        22.297457365108556
0.30071135770796475       21.76932802408823
0.30140798260345836       21.65203556899084
0.3043815578579343        21.15136735533562
0.30533551732338937       20.99074684278936
0.307018791776541         20.7073297635403
0.3081020964012131        20.524931086909415
0.31294256025050027       19.493699334138892
0.3130826407392382        19.262544940845114
0.31312181088247115       19.27099149345149
0.31420597416535845       19.017366244361877
0.31420597416535845       19.016121171136863
0.3142144361674464        19.08771004792711
0.3142144361674468        19.014050578387167
0.3155152205586278        18.75055405404113
0.317070850822732         18.34734344406698
0.31805312659171037       18.09274309261339
0.31888457688347716       17.87723585606613
0.3207258648221014        17.39998438442659
0.3208700805578655        17.36260447730659
0.320897826840135         17.355412797087553
0.32098278599243546       17.333391862928316
0.3218968042494237        17.096483474455827
0.32309803001155846       16.78513251694155
0.32386768733956117       16.585641668855235
0.3246693102929985        16.377865510546222
0.325740481907137         16.100223856298303
0.3262002745486732        15.9810481911462
0.32775113581742366       15.579073677929589
0.3284685400281311        15.393126543785879
0.3293865168451493        15.155192118831074
0.3295841595648503        15.103964238140817
0.3319549446304251        14.489470090999447
0.33199316543664503       14.479563473118942
0.33226776976326455       14.408387577025508
0.33226776976326455       14.334056446193213
0.3325703174986576        14.249138375158545
0.3352218818719086        13.504906290564909
0.33569555524468786       13.371957256705423
0.3365900086744289        13.12090510526469
0.3372363725453229        12.939485888784679
0.3373784582714978        12.899605749630227
0.33945299364704073       12.31733220474516
0.3409122475855928        11.907753764336157
0.3419505592383789        11.616323975338199
0.34237061129594704       11.49842519015475
0.34368410542217287       11.129758118925398
0.3446820150688552        10.849668227811062
0.3452344864967567        10.694602423407602
0.3459990093696659        10.480018739464374
0.347915217197305         9.94218403310567
0.34955672540792104       9.481451082479069
0.35212765759238795       8.809108266537704
0.3521560137884405        8.850247136371397
0.3521560137884405        8.73420661625155
0.35216276007391034       8.732284133820519
0.3533204901693603        8.402366910744178
0.3533204901693603        8.584116572231371
0.3535536173919951        8.51704958829826
0.3540979039924532        8.437983879256688
0.3550021248661972        8.21752490563978
0.3550021248661972        8.262614697156028
0.3550026015208978        8.378237587657258
0.35500289252895456       8.259654863768532
0.35500753341955926       7.97925403300498
0.3586829317809288        7.158064765808964
0.3591451231559848        7.054797974220845
0.36003622045260375       6.855701314739833
0.36155746775452124       6.515811094888985
0.36155746775452124       6.514027797056074
0.3636132660184255        6.079113929230064
0.3640993394397656        5.976282792812544
0.36579269339902876       5.618045735727505
0.3660363771029074        5.566493293038549
0.3685354270020671        5.037807440629389
0.37018529731520955       4.688769555006601
0.371862394466695         4.333971702669079
0.37186355611358035       4.333725950763856
0.3734575879857074        3.996500952028733
0.37627125519065263       3.401256317200666
0.37721109235111916       3.2024293107955204
0.37793209553436036       3.049897669610645
0.3783797489693481        3.11635044928172
0.37891105948729153       3.2069587649113043
0.3791879746174529        3.1701898385999865
0.3798106537970316        3.087510192832051
0.38060880959082555       2.981530676473253
0.3810193948044054        2.795188857475069
0.38178415539213884       2.5591865066694157
0.3823500326026865        2.4821008263053006
0.3840538984990185        2.249994532890723
0.384584413741627         2.177725977702858
0.384584413741627         2.055283453428424
0.3848959496805193        2.01711026407315
0.3856562215737469        1.9239524632592873
0.3871849537138585        1.7366335245022548
0.3877504207696809        1.6673455923528677
0.38926170299432483       1.4821648304295079
0.39073911791591165       1.301133904243025
0.39241506382071734       1.0957765364837408
0.3933449104406592        0.9818403684107003
0.3936274563081299        0.9472193967858761
0.3968938220901963        0.5469843550576365
0.3975333071965297        0.4686268270602671
0.3976451739275757        0.4549195484652153
0.39799320962193496       0.5098407207806711
0.3979932096219354        0.4122739631422431
0.3980457289165473        0.5053477185246297
0.4009910449368004        0.2533772451697387
0.4014474633685401        0.2143308516749431
0.402364800779063         0.1358530448907797
0.40247977167857263       0.12601733565880688
0.4046408241357802        -0.058859739277475544
0.4051479656356749        -0.10224546865512307
0.4051479656356749        -0.023713060767769672
0.4061385063625167        -0.10263306911342346
0.4065594219808011        -0.13616895835820608
0.40722421369411066       -0.18913534948250482
0.4080050406447997        -0.25134669303960044
0.4090308017695037        -0.33307283950543753
0.4090308017695037        -0.5089987506969699
0.4116059300313597        -0.596914341467729
0.4118834324780982        -0.6063883517167573
0.41390612046298836       -0.6754434787061809
0.4153658121775794        -0.7252777573836245
0.4177232572419425        -0.8057615836120279
0.41799682122828585       -0.8151011337343435
0.4204747768770085        -0.8996992246287315
0.42277960298033745       -0.9783866249805656
0.4250914673004922        -1.0573143120006092
0.4269628406870689        -1.1212035167717094
0.4293436237226582        -1.2491149303831623
