% Model:              RylanSaddleCoilTest4.mph
% Version:            COMSOL 6.2.0.415
% Date:               Jun 19 2025, 13:51
% Dimension:          3
% Nodes:              199
% Expressions:        3
% Description:        Magnetic flux density, x-component, Magnetic flux density, y-component, Magnetic flux density, z-component
% Length unit:        m
% x                       y                        z                        mf.Bx (T)                mf.By (T)                mf.Bz (T)
0                         0.046886017021568305     0                        -2.260976369699197E-9    9.80885852143072E-9      1.1907549119343188E-5
0                         0.046894400730681296     0                        -2.5921583691022847E-11  2.4282074602282323E-8    1.193490802056461E-5
0                         0.06255445316831362      0                        -4.2505233304271495E-9   -1.69553334894856E-8     1.2524519489282657E-5
0                         0.04689417621953587      0                        -8.558972591477836E-9    1.276600443989241E-8     1.1917220008917747E-5
0                         0.04626618033355037      0                        3.844850118402626E-9     1.4002123176719697E-9    1.1873247604408927E-5
0                         0.04613182392525464      0                        1.8300642223589816E-8    -2.0753972256544852E-8   1.1863725483429368E-5
0                         0.06320290509076679      0                        1.1381194424716605E-9    -3.3464082096723483E-9   1.251312597509731E-5
0                         0.07118003682110591      0                        -1.122217201555981E-9    -6.063905094757919E-10   1.2652923606415E-5
0                         0.06293326504291569      0                        3.477096432791172E-9     -2.136952992572023E-9    1.2504809602259518E-5
0                         0.03765245442297241      0                        -6.194737922954475E-9    -6.84851215243987E-9     1.1201762696041655E-5
0                         0.04414181386004795      0                        1.229532125317719E-8     -4.510072179853046E-8    1.1710247949810699E-5
0                         0.04613088678080762      0                        2.597191040956552E-8     -4.3114308798829014E-8   1.185628740671577E-5
0                         0.03445207041286186      0                        -1.6328374918349074E-8   9.949884121886978E-9     1.0865540630699043E-5
0                         0.02942356119459097      0                        3.535812154539307E-9     1.9734855779760854E-8    1.0219300101514492E-5
0                         0.02679507863164629      0                        1.0841442954201994E-8    1.3368835865785515E-8    9.848704500704056E-6
0                         0.025422412137300815     0                        7.795616661233617E-9     1.6174930058598348E-9    9.653006153575407E-6
0                         0.01619159422282057      0                        5.536543998589998E-9     2.4729173712641394E-8    7.93731880459198E-6
0                         0.0163031761337213       0                        1.4759884002833713E-9    6.71783427368831E-8      8.02275883343007E-6
0                         0.016162636117817347     0                        3.662260381841431E-9     -3.884406858711147E-8    7.923005653185197E-6
0                         0.017239465031032436     0                        -4.964128862334188E-9    5.417089444154841E-8     8.202728116682394E-6
0                         0.01601484652988823      0                        1.495658476347371E-8     -3.1173858840521116E-8   7.943477668088299E-6
0                         0.015957919165394796     0                        1.110414866603982E-8     2.3593282292735623E-9    7.935698230849811E-6
0                         0.005536002643447849     0                        -2.9787512803204417E-9   -4.687180780471047E-9    5.665291151441595E-6
0                         0.015935947544913273     0                        -7.362316481478861E-9    2.742921424787954E-8     7.928952676188667E-6
0                         0.0035546405902052436    0                        -1.1621039502478881E-8   6.818694227886809E-9     5.218692010001922E-6
0                         -0.003516118569551724    0                        9.27078407042795E-9      2.7235336846621693E-9    3.694384383287419E-6
0                         -3.056274463338615E-4    0                        1.0562184385147161E-9    1.0824944631372237E-8    4.384092564628232E-6
0                         -0.004752762593184773    0                        1.3507141724017929E-8    6.55036295416897E-9      3.4638954020927357E-6
0                         -0.005481775239502093    0                        5.043943473036522E-9     1.5836354577698073E-8    3.344942297362006E-6
0                         -0.006462309058059751    0                        -1.9208467974324263E-9   3.207545569950087E-9     3.145564655918597E-6
0                         -0.008152621070134314    0                        -7.821311537320208E-9    -4.023102994768689E-9    2.809115840294244E-6
0                         -0.01316619864646848     0                        5.01338443334412E-9      6.7800993001271E-9       1.9034204823800203E-6
0                         -0.010751686352196185    0                        -6.429407043619952E-10   8.092378364460624E-9     2.3317554336990316E-6
0                         -0.02091182633008616     0                        1.1400750528703533E-8    -5.385455933152083E-9    8.61554547859543E-7
0                         -0.020448475420001846    0                        2.5278898072682354E-8    -1.5746327431843961E-9   9.293649294743561E-7
0                         -0.021097866009823496    0                        1.0450569224347317E-8    1.0159024420099294E-8    8.309093625942734E-7
0                         -0.020289655664110853    0                        3.897326232441687E-8     -1.926666916512966E-9    9.755288497583293E-7
0                         -0.020013660667014627    0                        2.1924193538897188E-8    -1.5296909596228926E-8   9.916208041370106E-7
0                         -0.018937922464987794    0                        -5.62290382148801E-9     -4.585261732162166E-8    1.102992600198398E-6
0                         -0.019998098041531104    0                        -5.684043716500076E-9    -4.367505089275881E-8    9.732882200276822E-7
0                         -0.019568914487343256    0                        -1.524515580740825E-8    -4.929325096724147E-8    1.0333390051834553E-6
0                         -0.0224643747173649      0                        -1.5549797188110425E-8   3.0605585513648885E-8    6.613903582020916E-7
0                         -0.036042651350062335    0                        -7.62610470284936E-9     -1.4357164920649798E-8   -4.0093138867797574E-7
0                         -0.03433059079536102     0                        -2.7411584227918306E-9   9.397258279189687E-9     -3.1848138048830434E-7
0                         -0.03314226099089289     0                        1.3776912725863382E-8    3.32397456591269E-10     -2.597598146418269E-7
0                         -0.025771177498221484    0                        -1.896080175143747E-8    1.8329226235698204E-8    3.49150121793631E-7
0                         -0.04679850997005336     0                        5.119467408553925E-9     -4.800087576075259E-9    -8.563418580522778E-7
0                         -0.043894557629919645    0                        -1.5380812713228481E-9   -6.741054213655466E-9    -7.496336841749374E-7
0                         -0.048403921544653596    0                        -8.020003764690356E-10   -5.933826301400363E-9    -8.859693614027248E-7
0                         -0.047716094530754274    0                        6.351834709390662E-9     -5.248462860562489E-9    -8.690768209197146E-7
0                         -0.03963466224222237     0                        8.619816986827195E-9     1.8967977246297538E-8    -5.867223997503576E-7
0                         -0.039005363271985616    0                        6.578505914686824E-9     9.370192244692071E-9     -5.624713509197304E-7
0                         -0.03679875389685071     0                        1.5147164284838846E-9    -1.047142715094941E-8    -4.631771096704532E-7
0                         -0.036413417526761666    0                        5.193166333686056E-10    -1.5596473731257557E-8   -4.2518720190413257E-7
0                         -0.08148153153454385     0                        5.91629801598489E-10     -1.3522802678752695E-9   -1.1992735716353002E-6
0                         -0.07484328337693417     0                        -4.729999959523606E-11   -4.3880864634663E-10     -1.185300998413753E-6
0                         -0.07307751754867856     0                        -1.1116817447481368E-9   -2.43146128781197E-10    -1.1795212769146181E-6
0                         -0.07250626319388266     0                        -1.35277063960526E-9     -7.979503630206089E-10   -1.1746674815140914E-6
0                         -0.06971110326567669     0                        5.185092100270417E-10    2.5364122876474247E-9    -1.1644847697818999E-6
0                         -0.06912139110026885     0                        7.32097632809593E-10     -2.0723416090942205E-10  -1.166379341473533E-6
0                         -0.06353343653512969     0                        4.0300986937836537E-10   5.2156765039647565E-9    -1.121141818432501E-6
0                         -0.048703884035087575    0                        -4.683803269239322E-9    -5.42994971593682E-9     -9.038429192536562E-7
0                         -0.05147258620676278     0                        2.167281927549922E-9     -1.2788083737591286E-8   -9.539853658310035E-7
0                         -0.050505910888267176    0                        -1.4500072017094934E-9   -6.33201827823073E-9     -9.405464287834054E-7
0                         -0.06034018207693427     0                        6.470658615932915E-10    1.0936978907414352E-9    -1.1013182278939366E-6
0                         -0.05205708692911391     0                        1.947559529568433E-9     -1.3714345319498578E-8   -9.662729468479972E-7
0                         -0.0614263676686344      0                        8.039980415713456E-10    2.3742527377507664E-9    -1.105798340919302E-6
0                         -0.08992893936030638     0                        1.5397550046290227E-10   7.306934145091246E-11    -1.2081040774579738E-6
0                         -0.0877326298037624      0                        -1.1801497892211438E-12  7.553138423197817E-10    -1.206140659983758E-6
0                         -0.0847371904644068      0                        -7.116470752575854E-10   3.200396305562564E-10    -1.2040716494779506E-6
0                         -0.08241818530669551     0                        7.386399950509089E-11    -3.4551634662536685E-10  -1.2013488091670713E-6
0                         -0.08531402958930476     0                        -4.660461073711784E-10   4.3041022560263575E-10   -1.2046680478457932E-6
0                         -0.08752761377756377     0                        -2.811000938471588E-11   1.1563527036547911E-9    -1.2057222185853267E-6
0                         -0.09097237716780818     0                        6.277621306199772E-11    1.688579067073154E-11    -1.2087797551871675E-6
0                         -0.09233992146169609     0                        -1.432111597166374E-10   7.436448918218949E-11    -1.2096684823338579E-6
0                         -0.09451893584060746     0                        1.1206588983432424E-10   5.708633754699149E-11    -1.210138571833136E-6
0                         -0.09360640891649818     0                        -7.228596907222965E-12   6.388350253316849E-11    -1.2099058912522917E-6
0                         -0.0966282889621372      0                        7.672472640809723E-11    -2.0055426177131153E-10  -1.2104943340138448E-6
0                         -0.09776423636224973     0                        3.2279386157702997E-11   -1.4076219310539008E-10  -1.210702599908116E-6
0                         -0.1                     0                        -5.928083917425256E-11   -4.4597274073790914E-23  -1.2111418531661341E-6
