% Model:              vacuumTaperCoilV2field.mph
% Version:            COMSOL 6.2.0.415
% Date:               Dec 18 2025, 13:14
% Dimension:          1
% Nodes:              933
% Expressions:        1
% Description:        Line graph
% y-coordinate (m)        Magnetic flux density, z-component
0.01335086520442238       30.746592676940402
0.013399844903636719      30.49203989912105
0.013574804552698973      30.296951579909894
0.013623345501611744      30.56042716471004
0.013765327783755521      30.869483264889944
0.014136257987035697      30.879932820190685
0.017553997922018075      31.149463241139006
0.018172641971974587      31.21676159791184
0.018738983139423113      31.278370256307202
0.019688257946579454      31.381635833098837
0.021351937627606427      31.562616978455914
0.021523627316958834      31.581294009244573
0.0228608127575508        31.72675791996791
0.025162825721362837      31.977179288677764
0.025493256711899594      32.01312477735014
0.02565990410279792       32.031253288516986
0.02574937332732541       32.04098607717447
0.02754898354312702       32.23675424202399
0.029113012178057066      32.40689498302661
0.029462886106840357      32.48838961707489
0.029462886106840357      32.444955545455734
0.029804954125763197      32.46783308096983
0.03132781716273911       32.376316811482766
0.032463193623512146      32.30808650079131
0.033344757574271626      32.25510902210222
0.033631604937200174      32.23787096462099
0.03589603053950319       32.101790582720504
0.03705249689089112       32.03229287761071
0.037226629041702895      32.02182842712953
0.03739287416718322       32.01183794647896
0.03750757687663949       32.004944901067375
0.040464243916267274      31.82726435395827
0.04110850050913417       31.788547832156873
0.04475234223225675       31.609097361656193
0.0449516821514532        31.44157762967184
0.044970500437398336      31.128136051860164
0.04502294298557543       31.19436427572304
0.045315011675063355      31.369958523686236
0.04926364229419429       30.60894952562844
0.049500473794055325      30.560843367137732
0.049719709378403         30.5163113611604
0.05281645703251788       29.88728763103165
0.053264397945030496      29.79630008695729
0.053557900536727494      29.736682670347196
0.05388036378429964       29.67118264985062
0.054473528855142596      29.55069659573254
0.05450995471732923       29.543297629376546
0.05454625281245307       29.535924615575755
0.055352989855230114      29.372056971014427
0.0578521587792607        28.86441581506598
0.05842286688463282       28.748491309309472
0.05930020005625547       28.57028389759271
0.06058805407649404       28.308689854372766
0.06113100861439344       28.198402763893828
0.06214641702179391       27.957672527310216
0.06214641702179391       27.992148959784735
0.06325611420305632       27.636169547403647
0.06381934620027642       27.47298920546659
0.06507878580681717       27.10810264600488
0.06662252712376698       26.660847807491514
0.06937793251312722       25.862548002384212
0.0698673919681702        25.720741141920943
0.07001402654023511       25.67825797383489
0.07016727457837343       25.633858743343694
0.0707605080032044        25.461986346906354
0.07109863722574007       25.364023087672837
0.07145597956383705       25.260493378410835
0.07216228806596263       25.0558607164549
0.07494926727365306       24.248413301664854
0.07557474732771316       24.067198367854107
0.07755282236414955       23.494107772120962
0.0795248916079561        22.87311960298638
0.07996796272633994       22.763091260283257
0.07996859971592668       22.78057081391725
0.08028092024648575       22.676696550946147
0.0816466326395659        22.316172855396147
0.08382822315622271       21.680974836427563
0.08509984497384329       21.31072585832525
0.08679711641113447       20.816543542080346
0.08768928505696733       20.556777214672856
0.0887552689646417        20.24640234769514
0.08894973582786156       20.189780829894637
0.0901784470582763        19.832025818821354
0.09155034695771191       19.432579592918174
0.0923069201195682        19.212293627267563
0.09388967021589785       18.75145566614016
0.09525704914270929       18.353325779317466
0.09541140885845649       18.284571675789323
0.0954114088584565        18.308381971163477
0.0955543615424082        18.244710335725387
0.0974115293358515        17.72685229400277
0.0982444689524167        17.494593000991927
0.09922540183403197       17.221066837697443
0.09970802524269375       17.086490729829624
0.10025765990738758       16.933229009415285
0.10029420726385609       16.923038038778312
0.101637396481709         16.548499270404243
0.10303939480960744       16.157561999605605
0.1049609582723669        15.621747683105223
0.10524623176860821       15.542201195900107
0.10539851999018773       15.499736707509234
0.10685338778518293       15.094057161513744
0.10914682440197346       14.454548658631493
0.1095640913943855        14.315307165881789
0.10976645132479268       14.306542236039194
0.11064866243282873       14.132413928884478
0.11190244736296509       13.79041153909857
0.11248304488453667       13.620748058896595
0.11329817336385303       13.415866299653803
0.11471507873480594       13.08442720468802
0.11521967050183131       12.971238770199841
0.11589645094013878       12.819425515782658
0.1183026914048537        12.27966524024595
0.11930903314366562       12.053925833819019
0.1193652075825441        12.041324960775864
0.12010933811073406       11.874403946512777
0.12128073158017041       11.61164065618644
0.1227905810778239        11.272955976569872
0.1239029875525253        11.023424462950022
0.12449644302807861       10.890302401501614
0.12556679281325944       10.650204911894185
0.12666501222020202       10.403855796590236
0.1283566881704955        10.02438438031289
0.12849694196138495       10.097133912998942
0.12849694196138495       9.992923092081034
0.13004554703174637       9.786379858692905
0.1312167954943491        9.5513488521959
0.131669351622065         9.414435506554902
0.13301707856516756       9.164211334107868
0.13480630478036987       8.89321882258971
0.1372263083500761        8.52669007420366
0.13815832520749158       8.385528723658773
0.1390418152218657        8.251717148653773
0.14205135270457553       7.795898809967443
0.1436160553036876        7.5589121821673295
0.14464729879291816       7.402722170664651
0.14561874242112555       7.255589322750022
0.14929640062878125       6.698578797345167
0.15092480512310466       6.451944011908459
0.15113627237834473       6.419915617670517
0.15427058774669128       6.000581878580584
0.15646602372228802       5.792009372272394
0.1569883500431601        5.851433603480846
0.1574333630839666        5.828544340967997
0.15794645356370826       5.743345823856148
0.15833571441548963       5.6407520522033465
0.15917849859907768       5.53745751343566
0.15981528206992168       5.532517989074065
0.1619086910343875        5.367507543492217
0.16243077915108797       5.326354575184512
0.16333177846260766       5.2553343873538285
0.16600185530496006       5.044868789387523
0.1664062592442085        5.012992134924324
0.1665876888514137        4.998691164194363
0.16681424932776365       4.980832806946294
0.17008057423436873       4.723368671938407
0.17017366229435388       4.71603111749146
0.17090382745402954       4.658476726356443
0.1723046489045897        4.5480586591459105
0.1749574590759427        4.338954085768555
0.17540139566385052       4.327640096993221
0.17540766924535758       4.350986852139035
0.1755862687928761        4.341534620331021
0.17674158857124095       4.280390286489141
0.17713771154705835       4.259425809009067
0.17897607191762896       4.162132122598749
0.17919302956343414       4.150649820492371
0.17931574398494632       4.144155262278565
0.18233308202699916       3.984465167802493
0.18242225118537977       3.9832315994564587
0.1825507481714074        3.97968222515616
0.18276885743046092       3.9677410841204868
0.18284078744879365       3.963803028040992
0.18304521917701655       3.938279106820625
0.18326441185814366       3.9164460285285907
0.18333860691665496       3.913906836301278
0.1875261041014904        3.7705972882401264
0.18848019391224768       3.737945283103361
0.1915762187466415        3.631989410127498
0.19255891002762687       3.5983585711930446
0.193202445083697         3.5763347431219685
0.193574934840064         3.5635869521895502
0.19391516864747882       3.551943063006215
0.19430030218689937       3.538762561374491
0.19482550772041635       3.520788348061556
0.19759171595376335       3.4261198541459756
0.19935014338270995       3.3659408429090427
0.20147671534525535       3.3115648207573223
0.20422708577631465       3.264451702366865
0.20432464226439587       3.247280213957164
0.2043749179305622        3.2250494993699608
0.2082458602045264        3.1564705128195487
0.20880265677958576       3.1472449675007392
0.21178829019683204       3.0890489579254528
0.2130181414458837        3.065076679663634
0.21327688647456278       3.0600332178375482
0.2134812944812306        3.0560488940272013
0.21492574363560052       3.027893670303773
0.21720729255860372       2.983421685832209
0.2177511161695398        2.9728214681743834
0.2203265418083178        2.922621234525824
0.2214901558481407        2.8999400529004165
0.22222534586451675       2.8881580842006795
0.22398784692562565       2.8691925042920023
0.2241827572688174        2.86681333379817
0.22429769842103622       2.865410306162961
0.2248757988374022        2.8583537311728016
0.22762801816066253       2.82475880286253
0.22811682982545511       2.818792129822653
0.23016309995414097       2.789382641612508
0.23016309995414097       2.793814360901538
0.23202874056726847       2.7628964655267096
0.23366190462392994       2.7397107187771104
0.23478767201916645       2.7237283943936887
0.23711314333072364       2.690714081665392
0.23863770320866998       2.669070169597604
0.23881955556891377       2.673540622769229
0.2400483768915107        2.6761750933781094
0.2400483768915107        2.665338386353464
0.24089867104231413       2.66177854773148
0.24187153986207746       2.646840311515192
0.24577615241329082       2.6175791918303775
0.24645934494106797       2.612459355211295
0.24656549491844948       2.6116638685523865
0.24691243214583186       2.609063925126405
0.24879229855465923       2.5949762287779072
0.2511182175750435        2.5761052433547045
0.25199745205725566       2.5676712617806277
0.25211850976461325       2.566708372307173
0.2524555108956903        2.564027875139832
0.2528110315296619        2.561200074386623
0.25284400148872394       2.560937832293872
0.2554087671193694        2.540345723891364
0.25730559599830494       2.5302099313948574
0.2583458282193032        2.5209631882428756
0.26092494027976704       2.5049150109703655
0.26117110520280434       2.503745358575447
0.26118033920282174       2.50370148323325
0.2643614018260577        2.4885866672401846
0.2652762864526243        2.4842395938174793
0.2664581526504374        2.4786239577159215
0.26887786375858624       2.4671267027141197
0.26910558683218516       2.4660446767490605
0.2703769754328123        2.460003675036683
0.2743626441671551        2.4410657738809927
0.2743626441671551        2.4418168152105624
0.27553558266400524       2.436126195972453
0.2758852294443753        2.434429852387294
0.2763024309010995        2.432405761062662
0.2767310745902282        2.429539021621861
0.27729145897560886       2.4261026412277475
0.27759775168145645       2.4265488233699113
0.28074900306750256       2.4139680969511517
0.28174008109213655       2.4111277339013384
0.28217165711345743       2.405609541325985
0.28262771691213084       2.400010899779063
0.28350705542592614       2.399028076782316
0.28650259135767064       2.3887854832535784
0.28805197438508034       2.3822471106411327
0.28884339291979055       2.3789073365628157
0.2893434677479546        2.376797028457722
0.292527554693946         2.363360230380662
0.29394892965926955       2.3573620498269303
0.29474205348424526       2.354015079449842
0.2951798800699831        2.352167457973068
0.29855251803022126       2.337934977507737
0.2998458849334589        2.3324769890127226
0.3006365424437981        2.3291404264455795
0.30101629239201155       2.3275378874884276
0.3045774813664966        2.3139781220821014
0.30499712292539277       2.313153193365177
0.3059557937093016        2.3056532206527596
0.30960612203956195       2.2820561656108125
0.3106122626854004        2.2761752694267514
0.3108389237875526        2.2748504343589704
0.3118293572486033        2.269061346734118
0.31529641120441126       2.2487964022026783
0.3165656899679193        2.241377462646132
0.31683470583821316       2.239805063785583
0.317702920787905         2.2347303438587773
0.32095363117253717       2.2157299283844436
0.322519117250438         2.2065796558655437
0.3228304878888736        2.2047596932122193
0.3235764843272067        2.200399340983454
0.3265721051465293        2.182889925060103
0.32847254453295693       2.168527114670015
0.32886702004475366       2.1697570308098895
0.329288314991796         2.1723463859579457
0.3298490798796574        2.1641434351831945
0.3339921762487331        2.134786565191099
0.33481570004501604       2.1293469198240844
0.33507705907999286       2.1276205574892524
0.33548230215652264       2.124943793765232
0.3357313888239483        2.123298494452011
0.34029192954464504       2.0931746239404534
0.3408025979178376        2.0898014914786405
0.34095027983212084       2.0888260038917017
0.34147864371579095       2.08533598676666
0.34161369776823924       2.0844439103579235
0.3466598054341183        2.0511127105673643
0.34678949579065915       2.050256063133144
0.3468235005842487        2.0500314502940977
0.3474749852750591        2.045728179768048
0.3474960067125302        2.0455893262637983
0.34858038585863943       2.035738183946461
0.3526762579823652        2.010745922174358
0.35322270776254006       2.0112885443332087
0.3534078108091866        2.0049895006337186
0.3576812547925761        1.980398420348956
0.35831406373117525       1.977436127322668
0.35847811015923          1.9766681963403883
0.35929316804800515       1.9728527630355357
0.3631395938732152        1.9548469484789552
0.3642817182493503        1.9495004578271786
0.36454912290091923       1.9482486883178929
0.3651785252868237        1.9453023419805215
0.36848387390588067       1.9298294076294975
0.37024937276752523       1.921564788331691
0.37062013564260854       1.919829180295404
0.37106388252564226       1.9177519209255238
0.3736789749309882        1.9055102006795566
0.37621702728570033       1.9004836033618735
0.37644892004981123       1.8981272227753339
0.37660448960821447       1.8881748327425112
0.3769572118411634        1.8855703329362332
0.3839907572180476        1.8734817562574497
0.38421705335963785       1.873120450751333
0.3843401667806399        1.8729238872722915
0.3849582187993791        1.871937102451891
0.3919075551350994        1.860841758694392
0.39214333801747103       1.8604653066123995
0.3922910491037508        1.860229470382881
0.3929592257575947        1.8591626563294241
0.399829706276225         1.8481932141480697
0.4000696226753043        1.8478101624734564
0.4002419314268617        1.847535053493462
0.4009602327158104        1.8463882102069453
0.40775604131820625       1.8355379895655242
0.4079959073331375        1.8399775483774379
0.4080347553767052        1.8447722998351817
0.40816396642118186       1.8435993948269664
0.40821520340659445       1.8425185261259267
0.40855443463439634       1.8448717493050886
0.4087530204571838        1.8453953944744157
0.40938287537897045       1.8433095701665363
0.41591521722130925       1.842398167557237
0.4159723928277786        1.8423901903266846
0.41673747346130074       1.8422834450732148
0.41729163117958423       1.8422061281166597
0.4238457196721296        1.8412916913804824
0.4238993935959791        1.841284202710197
0.4247219264654177        1.8411694416303952
0.42520933199880123       1.8411014380436797
0.43177622212294986       1.8401852152037181
0.4318263943641796        1.8401782150937
0.4327063794695346        1.8400554381875718
0.4331345442882503        1.8399956999585565
0.43970672457377025       1.8431788158290556
0.43977204193033564       1.841132859564088
0.44060315194117144       1.8369395652228993
0.44627385070606584       1.8390140738963054
0.4474986586661003        1.8389005158420977
0.44868862202542137       1.8387901884045903
0.4489904434653903        1.8387622050336778
0.45512812606434055       1.8381931498706987
0.45529316838181333       1.8381778479743633
0.4572757244495099        1.8379940353141255
0.4573777349896091        1.837984577408216
0.4616597443239958        1.8353855406480917
0.4630798021756795        1.8327272702877737
0.46310758825128134       1.8327183431019978
0.4658468261728932        1.8318382733086995
0.46585829967918885       1.83183458706946
0.4708313204372408        1.8320470442178665
0.4710522261579363        1.8286660484805723
0.47658363611362276       1.8247362348986411
0.4779206980513873        1.8258974106481873
0.4784268031581803        1.8257297526066076
0.47994831212484346       1.8252257205188602
0.48494970164371776       1.823568904255493
0.48545041511957066       1.8234030323059178
0.48627878421618975       1.82312861748856
0.48679375481190523       1.8229580225659046
0.4877207995130345        1.8226509193635014
0.4891091973515078        1.8221909831577454
0.49160040885653594       1.8213657165550439
0.4941307652741991        1.8205274823705053
0.4954932869012255        1.8200761182081409
0.499527061573026         1.8187398448677432
0.501634758589393         1.8180416255665288
0.5018977346571001        1.8179545091713325
0.5019827463322086        1.816878196567072
0.5021501446445129        1.815722398597736
0.5026472121045652        1.815402754024988
0.5092389617816916        1.8111638585459184
0.5104977863512437        1.8103543578764187
0.5130014336903872        1.8087443605453775
0.5148380232467498        1.8075633218911955
0.5179298001584345        1.805575121517221
0.5190128263702787        1.8048786698711545
0.5262050862786698        1.8002536098334776
0.5265641657730801        1.8000226999051518
0.5266206385351775        1.799986384488507
0.5266528723412844        1.7963429050740096
0.5266934817327589        1.792703685356909
0.5277693838038544        1.792267367595604
0.5277802502430862        1.798337796710431
0.5279772637280745        1.8039718306710433
0.5281638172855165        1.8035544320272217
0.528509237440566         1.8027815820947803
0.5286249471367059        1.8025226909167826
0.5290755213636654        1.8013530690326645
0.5337618696590911        1.806914099458944
0.534176798822136         1.8190894778716313
0.537008091878816         1.8189626205769567
0.5373235119917835        1.8189484880440778
0.5375890167787254        1.8088431218269156
0.5394112544436294        1.7960361507430087
0.5425118842057611        1.7914189913676173
0.5433882389025929        1.790114008310929
0.5465798098530957        1.7853614280718109
0.5489493843944045        1.7818328857599548
0.551587666198712         1.777904210457781
0.5530793571606558        1.7756829278673099
0.5555706029274663        1.7719732044784975
0.5609120948437973        1.764019168888296
0.561990359740302         1.762413520598116
0.5627704754187188        1.7612518474236918
0.5645613960018367        1.7585849808851914
0.5687316934293801        1.7523749753885984
0.5706987408832638        1.7505610826232185
0.5724774074049539        1.7586710416779832
0.5734089468127401        1.7829371834580239
0.5734892182463383        1.7991915287730542
0.5735105023160654        1.7769645914295324
0.5735862830704924        1.7457784143199322
0.5790050618525943        1.7300475491753275
0.5797784474111877        1.7290713431777918
0.5844200354148695        1.723212498262767
0.5851592228413383        1.7222794588608685
0.5851947479860612        1.7222346172434415
0.585713257520186         1.721580128532899
0.5860404933444683        1.7211670750814552
0.5867057281897746        1.720327382332416
0.5870073884008342        1.719946611701281
0.5906334934183882        1.7153695602855668
0.5906334934183882        1.7147036220612466
0.5921983599451157        1.7126286118776952
0.5924038393128326        1.7123561466078208
0.5961849627209327        1.7073423838087498
0.5976333227857582        1.7054218609829077
0.5980695383880936        1.7076936670781069
0.5991402769427525        1.7068943188115435
0.5994622166884875        1.7044729684580628
0.6004457434290362        1.7009599122125127
0.6020180423268593        1.6953438224457822
0.6033870157757932        1.690453990246492
0.6039819688829935        1.6883288790086324
0.6043628560952099        1.6869683891057485
0.6053282205915173        1.6835202065264854
0.6069129050739248        1.6778598767269193
0.6071774154833209        1.6769150727806341
0.607633754608834         1.6752850764125775
0.6085017210774994        1.6713292433325153
0.6085017210774994        1.6721847895591673
0.6086997097904503        1.6708246586909046
0.6094952731834042        1.6687971235676609
0.6096870243363802        1.6683084356755014
0.6107726286753413        1.6655417159562618
0.6134947682162423        1.6614405953201974
0.6146635660952452        1.6600452752185046
0.6148618744251259        1.6593272859217674
0.6182788511850914        1.6469558805333337
0.6191543895832536        1.6437859320034787
0.6201205814596475        1.640287766161111
0.6213891474142392        1.6356948336395698
0.6230869749206553        1.6295477293901166
0.6240849535998179        1.6259344771861317
0.6267463947030527        1.6162985419373845
0.6277976381219548        1.6124924409859471
0.6277976381219548        1.6054459930175584
0.6311341234295509        1.5920133862481163
0.6326855184753569        1.585767508423646
0.6334781573180788        1.5825763641796615
0.6371942940387642        1.5721514972752457
0.6388387037078275        1.5685395178828152
0.6397452259681875        1.563099253220961
0.6402349651691044        1.5616999474447617
0.6413457150426202        1.5598738496547342
0.6461677605424204        1.5317630463930418
0.6473510358777346        1.5242548884779943
0.6477962785778779        1.5214297197252704
0.6488940831852356        1.5144638935089025
0.6542393404298825        1.4805469899010641
0.6552561329335299        1.4740952043728923
0.6554962988951346        1.4725712953453556
0.6564424513278511        1.466567737538877
0.6623109203173448        1.429330933409116
0.6631612299893253        1.423935520267824
0.6631963192123911        1.4237128709654745
0.6639908194704665        1.4186715815688749
0.670382500204807         1.3756551203432341
0.6705662752305017        1.371857001530138
0.6708651207909793        1.3702980756726766
0.6712988023627506        1.3668445038035917
0.6714152871039654        1.364835511510437
0.6717222248708351        1.3622982893882032
0.6777044521910058        1.3173230744558846
0.677894725477643         1.3166416183964753
0.679024617921531         1.3080356613112225
0.6816735324684975        1.2878598958770908
0.6821296193097474        1.2843860574562944
0.6850012830063336        1.262513697242031
0.68720839844768          1.2457029460301183
0.6911793484436268        1.2154577439866499
0.6927277481832035        1.2036641774558747
0.6935902106768685        1.1970951316601717
0.6953921789738291        1.183370230749019
0.6977082381992638        1.1657296965470194
0.7006851644187557        1.1430555920962038
0.7019206357535835        1.1336454811205074
0.7033258770566595        1.122942297455448
0.703575959499978         1.1280887082139917
0.7037721929541861        1.1337464878535704
0.7045760498622218        1.122862921092655
0.7080331349320572        1.0907659808854793
0.7081729716951376        1.086918585679599
0.7083976944578587        1.0853962750972566
0.708830364537531         1.083723488489655
0.7128684668817288        1.050671230157101
0.713697788216642         1.0436247542697434
0.7139819180395595        1.0412105948097352
0.7142101137799464        1.0392716892076002
0.7158685555969553        1.0251804440144996
0.7169122618624135        1.0163124085215975
0.7181183296737624        1.0060648393425506
0.7195898630223617        0.9935616951186947
0.7201019017893766        0.9892110668721188
0.7213695800805922        0.9784400133179452
0.723368192465796         0.961458448528012
0.7249696122647769        0.9478517010297961
0.7262218855391939        0.9376271769533431
0.7264375631975438        0.9362469580786702
0.7274897430527835        0.9224805611987855
0.7309435244113469        0.8827939233375859
0.7310996462128633        0.8798717799955097
0.7312265868534946        0.8822658823490047
0.7334964788070042        0.8567115557449221
0.7380355307480515        0.7980940281223232
0.7383833663887543        0.7936020625000221
0.7386136404321406        0.7906282928066423
0.7396657511411079        0.7770412862365672
0.7444762170055399        0.7149187065991782
0.7449957375556094        0.7082095940819073
0.7456738029055484        0.699453026654127
0.745704018283403         0.699062823860895
0.7458350234752114        0.6973710167282041
0.7460006940107864        0.6952315397357725
0.7460357226084677        0.694779178798107
0.7467221492106428        0.685914633770537
0.752004295809315         0.6023175005909324
0.752004295809315         0.6177007472198499
0.7523621971253048        0.594196565894688
0.752588660743175         0.5876104792757736
0.7534910957592327        0.572887967239894
