X,Y,Z
8.711770057678223,0.36453911662101746,2.4887471199035645
9.15316390991211,0.34956324100494385,2.5183045864105225
9.453705787658691,0.307946115732193,2.517674207687378
9.417763710021973,0.29360079765319824,2.5004913806915283
9.487598419189453,0.30873432755470276,2.5207481384277344
9.565788269042969,0.27712735533714294,2.5076639652252197
9.598893165588379,0.2857975959777832,2.509634494781494
9.571857452392578,0.2558458745479584,2.4905600547790527
9.57004451751709,0.26672306656837463,2.504274606704712
9.55420207977295,0.2791766822338104,2.5019888877868652
9.563738822937012,0.27823084592819214,2.500885486602783
9.398452758789062,0.2677477300167084,2.4906387329101562
9.553886413574219,0.26522549986839294,2.501437187194824
9.595503807067871,0.2735016345977783,2.5002548694610596
9.583916664123535,0.2809107303619385,2.5103437900543213
9.582182884216309,0.2895021438598633,2.5097131729125977
9.572173118591309,0.29974880814552307,2.5573208332061768
9.59069538116455,0.30510857701301575,2.552039861679077
9.388836860656738,0.33403563499450684,2.5333592891693115
9.583916664123535,0.3485385775566101,2.549675226211548
9.60448932647705,0.3798302412033081,2.5707201957702637
9.630578994750977,0.3966189920902252,2.5780506134033203
9.623248100280762,0.41797930002212524,2.590898275375366
9.628056526184082,0.4339798092842102,2.6064257621765137
9.626322746276855,0.4387090504169464,2.601538896560669
9.616312026977539,0.45549777150154114,2.6187217235565186
9.609848976135254,0.45802003145217896,2.6168301105499268
