2025-07-17, 10:19:33

Position (cm),B_x (uT),B_y (uT),B_z (uT)
0.0,-1.9942568615078926,-45.32119929790497,19.625769555568695
1.0,-0.2684292383491993,-45.21087110042572,19.70459073781967
2.0,1.2685147114098072,-45.51033079624176,19.901640713214874
3.0,2.6242244988679886,-45.58125436306,20.14598399400711
4.0,3.451837971806526,-45.825549960136414,20.35091668367386
5.0,3.641006723046303,-45.691582560539246,20.540085434913635
6.0,3.9326418191194534,-45.604896545410156,20.737136900424957
7.0,3.9247598499059677,-45.43152451515198,20.981480181217194
8.0,4.0666364133358,-45.89647352695465,21.257351338863373
9.0,4.050872474908829,-45.754626393318176,21.50169461965561
10.0,4.0824007242918015,-45.51033079624176,21.69874459505081
11.0,3.743473067879677,-45.81767022609711,21.935205161571503
12.0,3.2153770327568054,-46.19593322277069,22.25048691034317
13.0,3.049854189157486,-45.754626393318176,22.455419600009918
14.0,2.797629125416279,-45.81767022609711,22.69188165664673
15.0,2.18283049762249,-46.18017375469208,23.015044629573822
16.0,1.1108740232884884,-46.19593322277069,23.251505196094513
17.0,-0.07141695241443813,-46.20381295681,23.543140292167664
18.0,-1.9469739869236946,-46.09348773956299,23.80324751138687
19.0,-3.570355102419853,-46.227455139160156,24.087001383304596
20.0,-5.989665910601616,-45.99892199039459,24.331344664096832
